,artist_name,release_date,track_name,track_id,popularity,acousticness,danceability,duration_ms,energy,instrumentalness,key,liveness,loudness,mode,speechiness,tempo,time_signature,valence
2839,Home Free,2014-01-14,Wake Me Up,60Q0ZSKKBea7otGijFgrQI,49,0.477,0.712,193733,0.554,0.0,3,0.19,-6.672,1,0.0337,116.91,4,0.369
2840,Migos,2014-06-03,First 48,0ooD3TYlFHlShO5Pc4LXhT,47,0.13,0.82,198078,0.759,0.0,8,0.0547,-4.555,1,0.306,147.906,5,0.55
2841,Motionless In White,2014-01-01,Contemptress,1k5hCGBt5deMiXtJmiyEsE,48,0.000837,0.387,242600,0.939,0.0,5,0.333,-2.787,1,0.137,142.014,4,0.23
2842,Daniel Tiger’S Neighborhood,2014-03-05,Same and Different,4riJxNYtEGOfOMeInDm9ec,45,0.0566,0.757,62450,0.415,0.0,0,0.164,-5.171,1,0.032,142.048,4,0.879
2843,KB,2014-03-04,100,2peVrSreZilhg3idr0ls6E,45,0.246,0.657,219243,0.932,0.0,0,0.311,-3.438,1,0.231,129.956,4,0.388
2844,f(x),2014-07-11,Red Light,4ML3iXqwb35FHG0SW1HVGc,55,0.000457,0.623,211900,0.924,0.00013,7,0.0414,-3.162,1,0.0862,128.947,4,0.775
2845,Skylar Grey,2014-11-24,Twisted,4bfWSQpr4hkR3QTRtWS0pJ,46,0.287,0.58,299000,0.527,0.0,11,0.367,-6.972,0,0.361,177.855,4,0.177
2846,Cimorelli,2014-10-27,You're Worth It,4dZyhRHOz9HPdj8cyunZKt,45,0.134,0.258,223252,0.705,0.0,3,0.217,-3.885,1,0.0738,179.743,4,0.454
2847,Knife Party,2014-11-04,Give It Up,5v26uKaXYsWRwWF21WVB3S,45,0.000691,0.553,251173,0.97,0.219,10,0.0313,-2.909,0,0.0641,174.009,4,0.648
2848,Tom Segura,2014-03-18,First 48,5bUkgq3u08jtiQwBszxnjV,45,0.816,0.624,344629,0.768,0.0,6,0.92,-11.352,0,0.938,117.16,5,0.298
2849,Steve Aoki,2014-04-21,Rage the Night Away (feat. Waka Flocka Flame),0Ev2T20215s50FusZoHCBk,49,0.00443,0.696,285000,0.857,0.00453,10,0.207,-4.566,0,0.0427,128.006,4,0.196
2850,TVXQ!,2014-05-22,주문 Mirotic,2sX8TqQZIEwNHybyH3gXld,56,0.21,0.638,216478,0.854,0.0,1,0.899,-4.185,0,0.0558,100.009,4,0.56
2851,BYU Vocal Point,2014-05-20,"Come, Thou Fount of Every Blessing (Arr. Keith McKay Evans)",5AtKT9gWXpzn8AJcuwT62k,46,0.846,0.26,203133,0.103,0.0,3,0.0999,-17.13,1,0.0376,133.251,3,0.207
2852,PVRIS,2014-11-04,St. Patrick,7mBeP0iGO8txUrWw3ybKCx,49,0.00213,0.517,260778,0.843,0.00644,1,0.118,-6.827,1,0.0799,128.949,4,0.454
2853,Khruangbin,2014-10-13,The Number 3,1e5nuWd8w0ZQlgEA19okwE,50,0.224,0.542,163962,0.518,0.858,1,0.0797,-11.332,0,0.0313,85.922,4,0.531
2854,Johnny Cash,2014-03-25,Baby Ride Easy (with June Carter Cash),3uktHVijqOMqLKhXQSTmrY,51,0.657,0.619,161533,0.727,0.0,9,0.16,-6.493,1,0.0408,121.698,4,0.697
2855,Chase Atlantic,2014-05-16,Hold Your Breath,6DSZz0nNfqP31uQEGGonfO,49,0.0169,0.54,230912,0.799,0.000644,8,0.122,-6.372,1,0.0503,114.957,4,0.184
2856,Dillon Chase,2014-11-18,Do It Anyway (feat. Kadence),25L031n0unw4IKDjabQuwN,45,0.114,0.804,231600,0.883,0.0,1,0.557,-6.7,1,0.247,100.021,4,0.623
2857,Kierra Sheard,2014-07-22,2nd Win,2GjOk5EmK3njFZPx0aXtm4,46,0.0541,0.337,175813,0.868,0.000269,10,0.138,-4.943,0,0.299,170.728,4,0.839
2858,Bleachers,2014-07-11,You're Still a Mystery,2jjFo90fZtQrhPNrwRxN0C,46,0.275,0.569,264853,0.85,0.0057,4,0.297,-6.699,1,0.0538,160.043,4,0.792
2859,Mystic Braves,2014-04-29,Bright Blue Day Haze,1RNybormZ5O0s3DCIRQWq4,50,7.36e-05,0.309,252160,0.909,0.0,7,0.146,-4.349,1,0.0759,134.422,4,0.427
2860,Cherub,2014,"Freaky Me, Freaky You",2gueKMmvrYywqfcQx63gkI,45,0.834,0.707,221733,0.596,1.16e-05,5,0.185,-7.923,1,0.0584,110.953,4,0.393
2861,Modern Baseball,2014-02-11,Two Good Things,51sAAwfNsfJ0NgTvKfjDlk,46,0.0227,0.626,168885,0.619,2.36e-05,11,0.185,-7.246,1,0.0263,120.045,4,0.251
2862,Isaiah Rashad,2014-01-28,Banana,6J62AKVGh3TPXOzuLMM3dr,46,0.386,0.741,210793,0.775,0.0,6,0.536,-7.575,1,0.362,114.987,4,0.587
2863,Lake Street Dive,2014-05-06,What I'm Doing Here,0X9BccBE9XaTR18DjH2HYY,46,0.75,0.626,206975,0.168,1.25e-05,7,0.0814,-13.972,1,0.0329,110.721,3,0.422
2864,Modern Baseball,2014-02-11,Pothole,3gs07rQObBdUS5p7PaxZEH,46,0.867,0.644,156011,0.301,0.000141,1,0.107,-9.8,1,0.0384,119.508,4,0.346
2865,Paul Cardall,2014-02-11,Life and Death,3n46A5hAdqcAjgMEu69fEm,46,0.951,0.187,333350,0.0621,0.658,10,0.111,-19.496,1,0.0444,140.523,4,0.0348
2866,Sleeping At Last,2014-05-16,99 Red Balloons,6MGdtBZebfkkq4YXz4ZAsc,51,0.98,0.448,233437,0.154,0.0,9,0.0745,-14.389,1,0.0423,116.475,4,0.385
2867,Guts,2014-09-08,Man Funk,1QQxrrABKbx5w4LIphElwb,58,0.0545,0.859,233925,0.628,1.29e-05,10,0.319,-7.199,0,0.257,92.047,4,0.678
2868,GOT7,2014-11-28,하지하지마 Stop stop it,5DMJmSSOWD6Zx0Jg0TXEB6,54,0.00886,0.577,196701,0.612,0.0,7,0.0524,-3.804,1,0.0459,178.314,4,0.686
2869,Sander van Doorn,2014-07-01,Gold Skies,5vQIaNoKsT4xkG1j2KFBFs,51,0.00426,0.562,328213,0.815,0.0615,9,0.664,-6.322,0,0.046,128.02,4,0.196
2870,Sam Brookes,2014-03-17,James,64PvmmEK0qTUaVUVvrYR7W,54,0.641,0.581,211107,0.451,0.00141,0,0.266,-14.681,1,0.0498,86.785,4,0.35
2871,Saint Motel,2014-08-16,Midnight Movies,3Sz51kDvFhngNDinn8WRb5,46,0.0595,0.717,223947,0.858,0.158,0,0.0957,-4.514,1,0.0256,111.472,4,0.464
2872,Stephen Malkmus & The Jicks,2014-01-06,Lariat,6qoGbqtZFYaQHqAfPrF18e,46,0.248,0.516,185587,0.671,0.000228,0,0.12,-8.727,1,0.0328,139.462,4,0.531
2873,Jason Aldean,2014-10-07,Sweet Little Somethin',0yLAJvnay8hXAU0exdXSXi,45,0.0649,0.628,204333,0.87,4.15e-05,9,0.349,-4.683,1,0.0455,119.975,4,0.622
2874,Klingande,2014-03-11,Punga,1zKL8G85Yx3T9Q84TuOCSL,50,0.174,0.681,308836,0.392,0.724,3,0.0746,-6.538,1,0.0342,127.956,4,0.302
2875,Machine Head,2014-11-07,Game Over,5j9ofITkwJZxqOjBNJfuim,51,0.000407,0.249,396747,0.989,2.38e-06,1,0.0962,-2.944,1,0.168,100.914,3,0.293
2876,Lindsey Stirling,2014-04-29,We Are Giants Featuring Dia Frampton,3X3gW2FslwjwOEFaFnXNS6,45,0.0133,0.556,223960,0.923,0.0,4,0.518,-3.65,0,0.147,128.026,4,0.318
2877,BADBADNOTGOOD,2014-05-06,Confessions (feat. Leland Whitty),6Z6B2XIvMs0ZQ8dF8xfo4q,47,0.266,0.364,300996,0.663,0.839,11,0.109,-6.017,1,0.0446,162.411,4,0.289
2878,Hannibal Buress,2014-04-01,Comedy is a weird job - Live,0mRS7tovbCKPWuqUsmsWXx,45,0.892,0.692,167688,0.849,0.0,2,0.72,-5.157,1,0.939,137.306,3,0.362
2879,Vicente Fernández,2014-04-29,Sombras - Sombras Nada Más,7HmD951OFt2D9PvYpsFBxY,53,0.186,0.544,193493,0.462,0.00468,4,0.397,-6.464,0,0.0337,93.926,4,0.406
2880,Run The Jewels,2014-10-24,All Due Respect,2h82pgSwoWbhiedinenqLC,47,0.0444,0.685,167840,0.606,0.0,1,0.182,-7.124,1,0.309,142.768,4,0.16
2881,BONES,2014-06-14,ReturnOfThePimp,2mYkt2ZqQ9lbFY6dDqoAv0,48,0.0116,0.887,112405,0.504,0.00131,0,0.102,-10.85,0,0.058,119.986,4,0.285
2882,Evan Camrud,2014-12-16,Pompeii - Piano,5b23H2mFWHsQSIeepiahCM,48,0.95,0.611,222590,0.416,0.961,9,0.317,-13.224,1,0.0403,127.499,4,0.245
2883,Freddie Gibbs,2014-03-18,Shame (feat. BJ The Chicago Kid),5sesHCQziHg85y8dlnNWJC,48,0.551,0.569,183320,0.776,8.9e-06,4,0.796,-8.539,0,0.179,81.302,4,0.391
2884,Floating Points,2014-06-23,King Bromeliad,6f1S3mOpU4TeoTZOJCmRXl,57,0.00477,0.896,532499,0.471,0.874,1,0.0824,-10.391,1,0.0766,114.936,4,0.282
2885,ScHoolboy Q,2014-01-01,Prescription/Oxymoron,3ljBzccXOpkHcGejRzHVjK,48,0.0495,0.531,429667,0.91,0.00872,11,0.105,-5.397,0,0.435,119.997,4,0.376
2886,Joe Rogan,2014-11-24,First Time a Girl Hit Me,0lvOERiSFmuC6BmHsw6FLn,46,0.863,0.538,103301,0.915,0.0,7,0.614,-4.907,1,0.885,96.484,4,0.512
2887,Casting Crowns,2014-01-24,All You've Ever Wanted,5lSVszuv0PGnfvh2HTWq1k,47,0.195,0.522,241747,0.857,0.0,9,0.204,-6.511,1,0.0384,157.878,4,0.601
2888,Lin-Manuel Miranda,2014-06-19,The Money,0YqCXca1XcMrj7ZBfN7zn3,47,0.651,0.533,119573,0.409,0.0,6,0.0832,-8.93,0,0.164,99.31,4,0.48
2889,Dirk Maassen,2014-04-05,To the Sky (Moderate),0icJXGequFzOB37jNOLaeU,53,0.988,0.315,276795,0.0778,0.894,9,0.0775,-19.953,0,0.0443,60.583,4,0.0381
2890,Knocked Loose,2014-06-03,All My Friends,0tObvsqYlUjXs1dgreVusO,46,0.00264,0.373,204310,0.896,2.23e-05,2,0.572,-3.879,0,0.168,139.785,4,0.253
2891,RÜFÜS DU SOL,2014-08-25,Modest Life,5JfJ32Fl3PmNahlB8j1FUe,45,0.038,0.72,222653,0.662,0.0538,9,0.0874,-5.904,0,0.0428,121.957,4,0.332
2892,Niykee Heaton,2014-09-09,Sober,1eptVxF0sjqV3XWm2Yutcc,44,0.00414,0.589,227441,0.722,5.29e-06,8,0.0504,-6.021,1,0.0706,147.971,4,0.435
2893,Anzo,2014-09-21,Moonbound,1na1L8CvxXNDDQ7COhstWW,49,0.0585,0.611,256812,0.848,0.821,6,0.126,-7.258,0,0.0321,100.032,4,0.175
2894,Angels & Airwaves,2014-12-09,The Wolfpack,6QonLH4JR5jpbLRKGAiTXc,48,0.00123,0.362,233659,0.881,0.476,0,0.184,-4.249,1,0.0431,168.025,4,0.445
2895,Duke Ellington,2014-07-29,Jack the Bear,2Sg3qUH02hlzKchItbq389,51,0.466,0.533,199413,0.28,9.83e-05,1,0.344,-12.809,1,0.0653,78.352,4,0.61
2896,Riff Raff,2014-06-24,Tip Toe Wing In My Jawwwdinz,72umswj0Jlu9EVT5uoL2hl,44,0.235,0.914,244000,0.408,0.0,9,0.134,-7.56,0,0.0808,119.964,4,0.0891
2897,Billy Talent,2014-11-24,Viking Death March,1GRl3wo5GFteHoaThKIbbI,44,0.00319,0.371,242990,0.963,0.0,7,0.448,-2.85,0,0.125,108.724,3,0.371
2898,Chris Brown,2014-09-16,Lost In Ya Love,3UelXY8CORkvF860SpDtgt,51,0.0225,0.7,229747,0.59,0.0,10,0.107,-7.753,0,0.0533,94.009,4,0.802
2899,Zac Brown Band,2014-11-07,Sweet Annie - Greatest Hits Version,4odTc9WAkxY7t122yg8Mxh,46,0.191,0.637,278747,0.431,0.0,6,0.108,-7.991,1,0.0297,140.008,4,0.151
2900,A Great Big World,2014-01-17,Rockstar,6KbcsH2mvgvG3f8nLcIY8d,47,0.0813,0.658,236480,0.756,2.04e-06,8,0.0932,-7.766,1,0.0288,137.986,4,0.621
2901,Los Alegres Del Barranco,2014-09-15,Me Llamo Joaquin Guzman,6EMrQ7Wd6pwskloFowCBfo,47,0.361,0.77,188240,0.696,1.74e-06,9,0.0935,-4.689,1,0.0438,118.804,4,0.772
2902,My Chemical Romance,2014-03-21,The Ghost of You,7L3ZztbqdEbKItCMELoMk5,51,0.236,0.181,237067,0.752,0.0,9,0.125,-5.519,0,0.0699,144.766,4,0.0372
2903,QuESt,2014,Jon Bellion's One Way To San Diego,4slm46FhQRYWV7tOaS2Uqj,46,0.598,0.481,138867,0.23,5.01e-05,1,0.112,-15.901,1,0.406,83.578,4,0.384
2904,Adrianne Lenker,2014-05-01,Jonathan,2NYUjoQTERcR5ZLayYmajs,47,0.864,0.579,128853,0.276,0.00189,11,0.12,-14.235,1,0.0405,136.621,4,0.467
2905,You+Me,2014-10-08,You and Me,3DKYv4paFYB1p4H6qKaiKi,55,0.922,0.517,192600,0.318,1.91e-06,1,0.121,-10.455,0,0.03,88.979,4,0.245
2906,Hurray For The Riff Raff,2014-02-11,Blue Ridge Mountain,2y9IwrkkEVfWpKgPotxf8Q,44,0.911,0.607,153547,0.477,0.128,9,0.333,-8.585,1,0.0301,87.208,4,0.873
2907,Rick Ross,2014-01-01,You Know I Got It (Reprise),5PjbVRRS1YxSJRb3ThSNnE,48,0.00548,0.869,279133,0.468,0.00301,10,0.129,-4.93,0,0.1,128.044,4,0.372
2908,Daniel Tiger’S Neighborhood,2014-03-05,See What It Is,3MPuwPvx4uDeu291fwqsRA,45,0.8,0.785,66338,0.497,0.0,0,0.122,-5.763,1,0.0745,132.046,4,0.769
2909,Nicky Jam,2014-11-04,Voy a Beber - Remix,62aO9HGJY7hdFDyljqCHO2,57,0.109,0.768,224679,0.675,1.28e-06,7,0.237,-5.375,1,0.057,81.995,4,0.903
2910,Godsmack,2014-08-05,FML,48WSZ1jGaniHJWvmE4hCnE,45,0.000297,0.496,218547,0.955,0.0,2,0.0807,-4.321,1,0.093,134.695,4,0.148
2911,G-Eazy,2014-06-20,Interlude,6ZiD3lmvLOiUD1FYRyQPlV,48,0.734,0.212,44693,0.348,0.995,0,0.495,-15.118,1,0.0305,75.042,4,0.291
2912,Jóhann Jóhannsson,2014-11-04,"Cambridge, 1963",0HGP56zhR9tcDHsms4djql,45,0.967,0.357,101573,0.086,0.966,10,0.101,-16.908,1,0.0394,82.882,3,0.646
2913,OneRepublic,2014-01-01,Can’t Stop,62EsBz11VlUwSu3jFy7Rlo,45,0.113,0.634,249573,0.737,0.000427,0,0.114,-5.732,1,0.03,89.994,4,0.27
2914,The Dead South,2014-04-26,The Recap,63gWjijScXLUT8LZVcqHpL,46,0.34,0.425,257387,0.685,1.63e-05,9,0.102,-6.69,0,0.0478,145.847,4,0.319
2915,Zac Brown Band,2014-11-07,Goodbye in Her Eyes - Greatest Hits Version,4iMIIUvmScLS65kg5sHBla,46,0.174,0.569,324240,0.56,4.7e-06,3,0.0863,-7.371,1,0.0342,82.002,4,0.413
2916,Get Scared,2014-04-01,My Own Worst Enemy,28DVBHTfrD0pFK5EpcwevN,46,4.34e-05,0.486,180480,0.918,0.000569,4,0.131,-4.496,1,0.136,103.995,4,0.504
2917,James Bay,2014-12-15,Stealing Cars,3aBOGGAjllxDqGRgewnYIu,46,0.846,0.454,223320,0.228,3.2e-06,3,0.102,-10.947,0,0.03,88.637,4,0.356
2918,Ricardo Arjona,2014-04-29,Apnea,3bspEm6gzAxnPdufhiHAhX,59,0.243,0.563,244707,0.416,0.0,5,0.155,-7.888,1,0.0313,79.123,3,0.31
2919,Demun Jones,2014-06-10,Boondocks,3pP4DZJtZ20Mz4Nen59Z9e,44,0.0082,0.478,235600,0.723,0.0,11,0.137,-5.621,0,0.385,82.938,4,0.417
2920,Shane & Shane,2014-08-21,Great Is Thy Faithfulness,73ZGW3v5caUFBsHSkQQfpX,47,0.386,0.567,271766,0.358,0.0,4,0.112,-9.001,1,0.0266,84.96,3,0.158
2921,Kevin Gates,2014-03-18,Can't Make This Up,1H78gtfbgSHZC3ENcded8O,44,0.157,0.737,209450,0.696,0.0,9,0.0959,-7.05,1,0.379,130.012,4,0.64
2922,CHRSBRRY,2014-01-01,Hey I Miss U,0jBjr0oBBYpVjOKxLMDccN,49,0.615,0.627,159086,0.406,0.22,2,0.168,-15.19,0,0.058,109.169,4,0.127
2923,C-Mob,2014-11-25,Hollow Man,4ttnkDJFfE26vmPelQUSI7,45,0.109,0.843,297507,0.848,0.0,11,0.0714,-5.492,0,0.24,121.009,4,0.287
2924,Speaker Knockerz,2014-09-02,U Mad Bro (feat. Kevin Flum),54wTJDx2pWxJqsqEoXqye1,48,0.00804,0.773,229147,0.684,0.0,9,0.121,-6.031,1,0.237,118.12,3,0.198
2925,Remmy Valenzuela,2014-09-09,Mi Princesa,16Bp59vZMZDe9vQS4waCJO,54,0.291,0.684,183187,0.608,0.0,3,0.0947,-4.598,1,0.0574,106.917,4,0.732
2926,Dustin Lynch,2014-09-09,Middle Of Nowhere,2gb4qTehq9HcuovnrnDX8Q,45,0.0409,0.472,231667,0.671,0.0,6,0.0997,-6.18,1,0.0338,141.986,4,0.403
2927,Los Nuevos Rebeldes,2014-10-23,Tipo Tren,5GX9ArkmMnfhJDnzYIuoCO,48,0.388,0.776,156240,0.718,1.68e-06,9,0.0651,-5.855,1,0.0634,126.836,3,0.729
2928,Dreezy,2014-02-24,Up And Down,3eyCzd04fFhSCAg9GgSnPX,45,0.337,0.527,235333,0.747,0.0,9,0.713,-5.906,1,0.262,115.934,4,0.283
2929,Iggy Azalea,2014-01-01,Change Your Life,4gbfxlzThi6Hi0KnV1wH4t,47,0.0208,0.678,220749,0.763,0.0,6,0.117,-5.59,0,0.208,131.978,4,0.688
2930,Kill Bill: The Rapper,2014-09-14,Black Coffee,1AAMj0EJJdOkErtr4HtEhS,46,0.663,0.374,280554,0.72,0.00137,5,0.112,-7.333,0,0.345,75.333,4,0.379
2931,Rich Homie Quan,2014-12-09,Tell Em,1EqTGC1pfGHm4zCxgxPmL3,45,0.00956,0.527,243984,0.633,0.0,6,0.624,-7.509,1,0.17,91.129,4,0.301
2932,I Prevail,2014-12-16,Face Your Demons,58FQyH5jqb85CzURK0qxrV,47,1.42e-05,0.563,191773,0.975,0.0111,1,0.336,-5.435,0,0.0539,116.015,4,0.0883
2933,Lecrae,2014-09-09,Welcome to America,5PK7REVG5sWTaWFTThpp2F,45,0.131,0.749,262211,0.921,0.0,1,0.107,-4.28,1,0.217,124.913,4,0.506
2934,Julian Lage & Chris Eldridge,2014-10-07,Butter and Eggs,1ba8qyfCD9olHnAfGGgxts,46,0.935,0.484,204000,0.151,0.207,2,0.105,-18.493,1,0.0493,137.434,4,0.283
2935,Black Stone Cherry,2014-05-02,Me And Mary Jane,2lmg77G2ypL40xfIqwFbI9,51,0.0014,0.458,248147,0.931,0.000105,6,0.135,-3.806,0,0.111,84.954,4,0.695
2936,Son Lux,2014-03-04,Easy (Switch Screens) [feat. Lorde],3SCRNG1UdHZVo5ZXeBegDV,51,0.138,0.73,262521,0.702,0.0332,7,0.0766,-6.47,1,0.0949,145.999,4,0.802
2937,Elevation Worship,2014-01-10,I Will Look Up,74YXRR78oHnq9ZEUBWx8PN,46,0.401,0.502,360813,0.639,1.41e-05,9,0.665,-6.933,1,0.0325,77.464,4,0.378
2938,Voltio,2014-10-07,Chulin Culin Chunfly,5in5l6a2fFxqDjn6bFSXpL,45,0.174,0.794,275360,0.822,0.000954,2,0.0986,-6.448,1,0.071,91.995,4,0.62
2939,Damien Rice,2014-11-10,I Don't Want to Change You,3BFXgZr628FqwDP3pQCgvk,45,0.472,0.41,326206,0.306,3.28e-05,4,0.12,-9.704,0,0.0348,141.565,4,0.166
2940,Le Castle Vania,2014-01-01,LED Spirals - Extended Version,3RxNoBUmsatoQ86dAhV92v,53,0.0143,0.929,195950,0.591,0.475,1,0.0925,-6.156,1,0.0875,119.99,4,0.334
2941,Franz Liszt,2014-05-16,"Wiegenlied, S. 198",57LKrlkcjnnu7xr8BtYbcX,49,0.99,0.305,189520,0.00398,0.87,9,0.0597,-40.139,0,0.0403,66.829,4,0.106
2942,Mazde,2014-10-17,Forest of Gold,7orgljr0C4GHS6n8c0ewLi,54,0.523,0.702,250904,0.581,0.754,6,0.0796,-7.822,0,0.0539,89.99,4,0.303
2943,Sorority Noise,2014-05-13,Dirty Ickes,3s97DXWXBen4C5qEhKrido,46,0.000908,0.309,138437,0.881,1.84e-05,3,0.0966,-4.749,1,0.0527,107.889,4,0.398
2944,Baby Bash,2014-11-18,Certified Freak,1NsKadeL8hx5PO0e4jvAMg,45,0.222,0.758,254027,0.587,0.0,7,0.0512,-7.147,0,0.0918,97.038,4,0.726
2945,Unspoken,2014-04-01,Lift My Life Up,1sUAbosIuu0LCrqBtQ38Mz,45,0.0893,0.512,243173,0.657,0.0,5,0.137,-5.016,1,0.0278,75.988,4,0.189
2946,Milky Chance,2014-06-20,Running,2CVeqoap0AwLbdjWr6Rraq,45,0.697,0.635,268000,0.525,0.0552,7,0.323,-10.306,1,0.0585,79.017,4,0.202
2947,Onderkoffer,2014,Beast,74ipYItMMW9NRBhVBXrM6Q,51,0.00499,0.642,212804,0.848,0.0516,5,0.239,-4.89,1,0.115,150.121,4,0.142
2948,The Human Experience,2014-10-22,Pickin' on Series - Oppression (The Human Experience Remix),0cCYkGYSndtiSYnBUkJ2iU,48,0.268,0.588,340112,0.719,0.938,5,0.0795,-8.454,1,0.033,89.017,4,0.666
2949,Zac Brown Band,2014-11-07,Chicken Fried - Greatest Hits Version,1vq4dEytAKH7vNOxv8sGt0,47,0.647,0.564,236907,0.718,0.0,6,0.098,-4.235,1,0.0416,169.848,4,0.8
2950,Netherfriends,2014-03-03,Uptown Boys,2YouqYog7JYsVXqgxBikIi,45,0.518,0.6,135449,0.644,0.00301,11,0.108,-5.18,1,0.0405,73.004,4,0.588
2951,LNY TNZ,2014-07-29,TECHNO (feat. Waka Flocka Flame),0EIPUnOYJQujsqoezHkFtN,50,0.00505,0.668,208012,0.911,0.000126,4,0.327,-4.157,0,0.0593,150.03,4,0.655
2952,Set It Off,2014-10-14,Bad Guy,0h6MA7WAd7qIL8727kIXMG,46,0.00255,0.643,189227,0.786,0.0,0,0.0462,-3.976,1,0.0302,107.005,4,0.52
2953,Home,2014-07-01,New Machines,4Sderi6uOqf0UzGmmuMrcK,48,0.0561,0.521,177374,0.557,0.904,5,0.0806,-10.829,1,0.0627,199.996,4,0.411
2954,Colt Ford,2014-07-01,The High Life (feat. Chase Rice),4BdoRSMhsiaAXM71CAgbyc,45,0.0207,0.553,245354,0.846,0.0,7,0.103,-5.612,1,0.0389,149.985,4,0.962
2955,Johnny Cash,2014-01-15,There You Go,59KDSrnRMOsxPGPCBaRA1R,49,0.824,0.776,137347,0.631,0.0174,10,0.162,-14.149,1,0.0463,97.299,4,0.93
2956,Lake Street Dive,2014-02-18,Just Ask,18o8olJ411QoVrLbQQlcOV,45,0.655,0.427,305573,0.467,0.0129,9,0.106,-6.614,1,0.0293,95.706,4,0.223
2957,Los Canelos De Durango,2014-08-21,El Senor de la Montana,2Tpgh5ZNqDZOfXzRMblXqB,47,0.331,0.782,215640,0.681,6.37e-06,5,0.334,-5.749,1,0.0495,151.748,3,0.97
2958,WALK THE MOON,2014-12-02,Sidekick,0tihGB0FIaNco6mRqI8nqI,47,0.00139,0.61,175067,0.923,5.3e-05,0,0.0985,-4.654,1,0.0567,116.0,4,0.607
2959,Mazde,2014-10-17,Shifted Thoughts,1TrraTSPY0f4MaPTOokis8,51,0.128,0.682,203850,0.765,0.215,3,0.0984,-7.721,0,0.0431,157.02,4,0.355
2960,Ray LaMontagne,2014-04-25,Airwaves,79sjkr7DxrDfk9qXwB4IxS,48,0.728,0.771,281813,0.493,0.067,6,0.107,-11.132,1,0.0279,110.321,4,0.865
2961,Imagine Dragons,2014-09-18,Trouble,7oeeeHdNY8S6zVsU0fuWLr,46,0.333,0.402,191400,0.89,0.00283,8,0.145,-5.31,1,0.109,159.924,4,0.302
2962,Los Tigres Del Norte,2014-09-16,Amarte Me Hace Bien,0VuhyVlGgkBzlcGqQYSuQR,49,0.402,0.626,216653,0.747,0.0,4,0.078,-4.642,1,0.056,184.084,4,0.927
2963,Marianas Trench,2014-07-29,POP 101,2fGFaTDbE8aS4f31fM0XE4,49,0.0581,0.756,247829,0.658,0.0,11,0.0674,-6.128,0,0.202,120.018,4,0.639
2964,Kstylis,2014-01-28,Trampoline Booty,5N7chlDyQLacDTxl5CCitD,45,0.0531,0.951,213880,0.649,0.0,2,0.0635,-3.779,1,0.291,131.106,4,0.587
2965,Bassnectar,2014-06-24,"Lost in the Crowd (feat. Fashawn, Zion I)",0MF391cptMRWJwkIynqf5V,45,0.000387,0.659,212571,0.941,0.0,1,0.415,-2.388,0,0.0434,140.018,4,0.861
2966,TheFatRat,2014-01-12,Infinite Power,1326bnwC9n5ET98O7xwsJH,52,0.00519,0.711,208788,0.828,0.528,11,0.34,-4.366,0,0.0453,99.008,4,0.759
2967,Rittz,2014-09-09,White Rapper,1eYlkwIdnPXdnAm64mRL2E,45,0.0152,0.586,218787,0.867,0.0,1,0.201,-6.911,1,0.135,116.03,4,0.461
2968,Junip,2014-03-01,Line Of Fire,1t6zwEOPQUz9QIjlwZ5UGF,45,0.472,0.484,339293,0.75,0.523,2,0.111,-8.033,1,0.0417,90.377,4,0.284
2969,Blest,2014-09-09,Océanos (Donde Mis Pies Pueden Fallar),39W8pipuhGv8TQOEkpxQJX,52,0.605,0.293,533347,0.329,1.85e-05,2,0.116,-10.061,1,0.0328,116.465,4,0.136
2970,SYCAMOUR,2014-09-02,Calm Down Juliet (What A Drama Queen),3FfFotSZnMIIyoBoSBX5rN,47,0.00151,0.473,279764,0.908,0.0,7,0.161,-3.813,0,0.0713,106.072,4,0.191
2971,Whiskey Myers,2014-02-04,Headstone,4rQfCllOKfgfsZdwvRUT8G,44,0.145,0.393,259160,0.883,2.88e-05,2,0.341,-5.599,1,0.0729,89.983,4,0.39
2972,Transit,2014-10-17,Follow Me,3fWegXL21MXTCmVDufQ4sR,45,0.0162,0.643,229093,0.793,0.0,11,0.12,-4.887,1,0.0254,109.992,4,0.46
2973,BONES,2014-01-01,Sixteen,5GjTZj7Mlxvh23odgYnv1A,49,0.715,0.792,136803,0.435,0.0,2,0.122,-12.813,1,0.113,120.028,4,0.678
2974,Mitski,2014-11-11,I Will,0eYmkWPJqioxUgSh9pVzS5,46,0.0538,0.533,174760,0.306,0.39,2,0.11,-13.659,1,0.0355,137.983,4,0.261
2975,Mic Most,2014-09-15,The Little Things - Original Mix,6CBHMm6h757BP7aAFIkPpg,44,0.00734,0.823,412000,0.701,8.32e-06,0,0.319,-3.878,1,0.233,125.971,4,0.781
2976,alt-J,2014-10-27,Left Hand Free - Lido Remix,0iIY7S7uiEYC9TvVaWZHV3,44,0.0726,0.757,250215,0.697,0.000367,5,0.0733,-6.091,0,0.0386,101.972,4,0.436
2977,rei brown,2014-02-28,Everything Falls Apart,4haoKXzwabMhyrhsguYh0M,48,0.844,0.634,282462,0.428,0.00783,0,0.095,-10.386,1,0.0335,129.973,4,0.133
2978,Lily Allen,2014-04-28,"Somewhere Only We know - Live From Spotify, London",7FnHpKPgVC6GE0RRCJNB2T,61,0.891,0.349,227927,0.33,3.42e-05,10,0.736,-8.65,1,0.0357,76.71,4,0.16
